B_Jahr;B_Monat ;B_Tag  ;iday;B_Bae_ver_m;B_Bae_ver_f;B_Bae_rho_m;B_Bae_roh_f;B_Eph_muc_m;B_Eph_muc_f;B_Eph_ign_m;B_Eph_ign_f;B_Cen_lut_m;B_Cen_lut_f;B_Par_sub_m;B_Par_sub_f;B_Amp_sta_m;B_Amp_sta_f;B_Bra_ris_m;B_Bra_ris_f;B_Iso_goe_m;B_Iso_goe_f;B_Leu_dig_m;B_Leu_dig_f;B_Leu_nig_m;B_Leu_nig_f;B_Leu_pri_m;B_Leu_pri_f;B_Nem_cam_m;B_Nem_cam_f;B_Nem_fle_m;B_Nem_fle_f;B_Nem_mar_m;B_Nem_mar_f;B_Nrl_pic_m;B_Nrl_pic_f;B_Pro_aub_m;B_Pro_aub_f;B_Pro_int_m;B_Pro_int_f;B_Pro_mey_m;B_Pro_mey_f;B_Sip_tor_m;B_Sip_tor_f;B_Aga_fus_m;B_Aga_fus_f;B_Apa_fim_m;B_Apa_fim_f;B_Cha_vil_m;B_Cha_vil_f;B_Dru_ann_m;B_Dru_ann_f;B_Ple_con_m;B_Ple_con_f;B_Pot_luc_m;B_Pot_luc_f;B_Rhy_fas_m;B_Rhy_fas_f;B_Ser_per_m;B_Ser_per_f;B_Sil_pal_m;B_Sil_pal_f;B_Tin_ros_m;B_Tin_ros_f;B_Wor_occ_m;B_Wor_occ_f
1969;6;20;171;2;;;;;;;;;;;;;;;;;1;;;33;43;;;;;;;;;;;4;2;11;29;;;6;7;95;46;27;4;;;1;;;;;;5;1;1;1;;;146;183;;
1969;6;21;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;22;173;;;;;;;;;;;;;;;;;;;;;11;24;;;;;;;;;;;;;3;21;;;1;6;109;81;3;3;;;;;;;;;;;1;2;;;61;63;;
1969;6;23;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;24;175;;;;;;;;;;;;;;;;;;;;;15;21;;;;;;;;;;;3;;1;12;;;4;4;88;49;7;7;;;;;;;;;1;2;5;4;;;39;59;;
1969;6;25;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;26;177;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;27;178;;;;;;;;;;;;;1;1;;;;;;;18;38;;;;;;;;;;;3;2;8;18;;;4;8;217;120;1;5;;;;;;;;;;1;11;2;1;;38;72;;
1969;6;28;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;6;29;180;;;;;;;;;;;;;;;;;;;;;4;17;;;;;;;;;;;6;3;1;10;;;2;1;128;63;2;8;;;;;;;;;;;7;2;;;51;67;;
1969;6;30;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;1;182;3;1;;;;;;;;;;;2;1;;;;;;;16;32;;;;;;;;;;;2;;3;9;;;;1;109;47;10;;;;;;;;;;;;7;3;;;28;12;;
1969;7;2;183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;3;184;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1;;;1;;141;36;;;;;;;;;;;;;7;5;;;12;6;;
1969;7;4;185;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;5;186;2;;;;;;;;;;;;;;;;;;;;1;4;;;;;;;;;;;;;;;;;;4;247;86;;;;;;;;;;;;;3;2;;;5;3;;
1969;7;6;187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;7;188;1;4;;;;;;;;;;;;1;;;;;;;6;27;;;;;;;;;;;2;2;;3;;;;1;82;46;6;11;;;;;;;;;;;5;7;;;57;83;;
1969;7;8;189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;9;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;10;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;11;192;2;3;;;;;;;;;;;1;1;;;;;;;1;12;;;;;;;;;;;7;1;;1;;;;2;123;53;12;8;;;;;1;;;;;;6;9;;;35;39;;
1969;7;12;193;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;13;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;14;195;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;15;196;2;2;;;;;;;;;;;1;4;;;;;;;7;10;;;;;;;;;;;5;1;;1;;;;3;330;122;28;7;;;;;;;;;;;13;5;;;38;40;;
1969;7;16;197;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;17;198;1;;2;1;;;;;;;;;5;3;;;;;;;3;13;;;;;;;;;;;3;2;1;;;;1;6;122;47;;;;;;;;;;;;;4;3;;;9;10;;
1969;7;18;199;2;;7;3;;;;;;;;;;2;;;;;;;4;4;;;;;;;;;;;4;;;1;;;1;;84;29;5;3;;;;;;;;;;;1;;;;11;23;;
1969;7;19;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;20;201;24;14;39;23;;;;;;;;;2;3;;;;;;;5;13;;;;;;;;;;;11;6;3;;;;3;2;164;121;1;13;;;;;;;;;;;8;7;;;19;16;;
1969;7;21;202;30;8;30;31;;;;;;;;;7;3;;;;;;;3;16;;;;;;;;;;;3;11;3;3;;;;3;129;52;2;1;;;;;;;;;;;6;3;1;;12;18;;
1969;7;22;203;38;7;17;12;;;;;;;;;5;1;;;;;;;1;10;;;;;;;;;;;2;2;;;;;;2;112;95;2;;;;;;;;;;;;3;5;;;6;7;;
1969;7;23;204;12;8;;4;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;5;2;;;;;;;;;;;;;;1;;;;;;
1969;7;24;205;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;25;206;67;73;10;11;;;;1;;;;;1;2;;;;;;;;2;;;;;;;;;;;2;;;;;;;;57;17;4;;;;;;;;;;;;;1;1;;3;5;;
1969;7;26;207;30;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;7;27;208;71;29;5;10;;;;;;;;;3;3;;;;;;;2;3;;;;;;;;;;;11;2;;3;;;;;271;134;;4;;;;;;;;;;;10;4;2;1;31;25;;
1969;7;28;209;64;57;14;7;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;1;;1;1;;;;;39;11;;;;;1;;;;;;;;2;;;;1;1;;
1969;7;29;210;42;47;24;17;;;;;;;;;13;6;;;;;;;1;2;;;;;;;;;;;11;10;1;;;;;2;95;94;1;1;;;;;;;;;;;1;4;3;;36;34;;
1969;7;30;211;63;76;26;17;;;;;;;;;3;1;;;;;;;2;6;;;;;;;;;;;7;6;;;;;1;1;57;47;;;;;;;;;;;;;3;1;;;15;24;;
1969;7;31;212;20;9;4;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;3;7;;;;;;;1;;;;;;;;;;;;;
1969;8;1;213;31;36;25;22;;;;;;;;;1;1;;;;;;;2;1;;;;;;;;;;;4;5;;;;;;;45;30;;;;;;1;;;;;;;2;;1;1;;1;;
1969;8;2;214;41;31;37;21;;;;;;;;;2;2;;;;;;;;1;;;;;;;;;1;1;12;7;4;6;;;;;45;30;;3;;;;;;;;;;;3;;1;1;9;18;;
1969;8;3;215;28;31;12;10;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;1;1;;;;;;;14;15;;;;;;;1;1;;;;;2;;;;;2;;
1969;8;4;216;26;12;19;20;;;;;;;;;2;1;;;;;;;;;;;;;;;;;;;4;4;;;;;;;7;7;;1;;;;;;;;;;;1;;1;1;2;2;;
1969;8;5;217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;6;218;32;18;45;35;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;5;6;1;1;;;;;19;7;;;;;;;;;;;;;;;1;;1;3;;
1969;8;7;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;8;220;27;23;57;40;;;;;;;;;1;;;;;;;;;;;;;;;;;;1;;4;3;;;;;;;5;9;1;;;;;;;;;;;;1;1;;;3;2;;
1969;8;9;221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;10;222;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;11;223;29;27;63;25;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;;1;1;;;;;;;7;1;;;;;;;;;;;;1;;2;;1;1;3;;
1969;8;12;224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;13;225;37;21;85;51;;;;;;;;;1;3;;;;;;;;;;;;;;;;;2;1;1;5;;1;;;;;4;5;;;;;1;;;;;;;;;;;1;;1;;
1969;8;14;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;15;227;28;23;45;21;;;;;;;;;1;4;;;;;;;;;;;;;;;;;1;;;2;;;;;;;2;2;;;;;1;1;;1;;;;;;;;;;;;
1969;8;16;228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;17;229;51;37;80;46;;;;;;;;;1;3;;;;;;;;;;;;;;;;;1;1;;2;;;;;;;3;4;;;;;3;;;4;;;2;1;;;;;;1;;
1969;8;18;230;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;
1969;8;19;231;19;11;49;21;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;20;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;21;233;15;20;58;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;2;;;;;2;;;;;;;;;
1969;8;22;234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;23;235;18;36;118;84;;;1;;;;;;2;;;;;;;;;;;;;;;;;;;;1;2;;1;;;;;1;1;;;;;1;1;;;;;;1;;;;;;;;
1969;8;24;236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;25;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;
1969;8;26;238;37;21;117;69;;;;;;;;;;2;;;;;;;;;;;;;;;;;2;1;;1;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;27;239;8;8;61;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;;;;;;;;;;;1;;;;;1;;;;;;;;;
1969;8;28;240;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;29;241;21;20;111;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;1;;;;;1;1;1;;;;1;1;;;;;2;;;;;;;;;
1969;8;30;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;8;31;243;17;20;108;89;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;1;;;;;
1969;9;1;244;12;6;51;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;3;;;;;;;;;
1969;9;2;245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;3;246;19;24;128;94;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1;;;;;;;;1;
1969;9;4;247;10;7;43;32;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;;;;3;;;;;;;;;
1969;9;5;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;6;249;25;23;137;142;;;1;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;
1969;9;7;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;8;251;23;24;119;99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;9;252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;10;253;9;33;55;53;;;;;;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;1;2;;;;;;;;
1969;9;11;254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;12;255;6;21;43;59;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;13;256;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;14;257;20;34;75;94;;;;;;;;;;;;;;;17;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1969;9;15;258;10;14;19;17;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;16;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;17;260;24;60;82;89;;;;;;;;;;;;;;;11;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;
1969;9;18;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;19;262;39;35;145;105;;;;;;;;;;;;;;;9;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;20;263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;21;264;24;17;87;82;;;;;;;;;1;;;;;;6;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;1
1969;9;22;265;9;2;14;14;;;;;;;;;;;;;;;2;5;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;
1969;9;23;266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;24;267;28;25;78;69;;;;;;;;;;;;;;;14;20;;;;;;;;;;;;;;;;;;;;;;;2;;8;1;;;;;;;1;;;;;;;;;
1969;9;25;268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;26;269;14;24;151;134;;;;;;;;;;;;;;;5;14;;;;;;;;;;;;;;;;;;;;;;;;;9;1;;;;;;;;1;;;;;;;;
1969;9;27;270;13;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;9;28;271;15;13;65;64;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;8;1;;;;;;;1;;;;;;;;;
1969;9;29;272;5;3;15;13;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;
1969;9;30;273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55;14;;;;;;;;;;;;;;;;
1969;10;1;274;39;33;49;59;;;;;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;25;5;;;;;;;1;;;;;;;;;
1969;10;2;275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;3;276;1;2;7;7;;;;;;;;;;;;;;;2;12;;;;;;;;;;;;;;;;;;;;;;;;;61;14;;;;;;;;;;;;;;;;
1969;10;4;277;;;;;;;;;;;;;;;;;;;2;5;;;;;;;;;;;;;;;;;;;;;;;;;19;3;;;;;;;;;;;;;;;;
1969;10;5;278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;6;279;5;14;56;44;;;;;;;;;;;;;;;3;11;;;;;;;;;;;;;;;;;;;;;;;;;155;46;;;;;;;4;;;;;;;;;
1969;10;7;280;16;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;8;281;16;20;66;52;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;83;18;;;;;;;2;;;;;;;;;
1969;10;9;282;6;10;51;42;;;;;;;;;;;;;;;2;6;;;;;;;;;;;;;;;;;;;;;1;;;;41;12;;;;;;;;;;;;;;;;
1969;10;10;283;6;8;17;10;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;77;29;;;;;;;;;;;;;;;;
1969;10;11;284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;12;285;11;18;51;45;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;20;5;;;;;;;;;;;;;;;;
1969;10;13;286;2;2;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;78;37;;;;;;;;;;;;;;;;
1969;10;14;287;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;15;288;8;9;30;27;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;84;36;;;;;;;1;;;;;;;;;
1969;10;16;289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;17;290;11;6;42;48;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2;;;76;26;;;;;;;4;1;;;;;;;;
1969;10;18;291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;19;292;4;6;18;25;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;39;15;;;;;;;1;1;;;;;;;;
1969;10;20;293;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;45;31;;;;;;;2;;;;;;;;;
1969;10;21;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;22;295;1;1;4;9;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;34;17;;;;;;;;;;;;;;;;
1969;10;23;296;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;24;297;2;7;6;6;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;16;11;;;;;;;;;;;;;;;;
1969;10;25;298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;26;299;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;27;300;;1;3;6;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;38;36;;;;;;;1;1;;;;;;;;
1969;10;28;301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;29;302;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;10;30;303;;1;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;13;9;;;;;;;;;;;;;;;;
1969;10;31;304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;1;305;2;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;6;;;;;;;1;;;;;;;;;
1969;11;2;306;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;3;307;5;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;10;;;;;;;;;;;;;;;;
1969;11;4;308;;1;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;20;13;;;;;;;;;;;;;;;;
1969;11;5;309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;6;310;2;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;9;;;;;;;;;;;;;;;;
1969;11;7;311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;8;312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;9;313;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;13;9;;;;;;;;1;;;;;;;;
1969;11;10;314;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;14;;;;;;;;;;;;;;;;
1969;11;11;315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;12;316;;1;1;2;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;12;7;;;;;;;;;;;;;;;;
1969;11;13;317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;14;318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;3;;;;;;;1;;;;;;;;;
1969;11;15;319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;16;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;17;321;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;17;5;;;;;;;;;;;;;;;;
1969;11;18;322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;19;323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;20;324;;2;1;5;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;18;9;;;;;;;;;;;;;;;;
1969;11;21;325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;22;326;;;;1;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;11;4;;;;;;;;;;;;;;;;
1969;11;23;327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;24;328;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;6;3;;;;;;;;;;;;;;;;
1969;11;25;329;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;26;330;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;27;331;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;;;;;;;;;;;;;;;;
1969;11;28;332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;29;333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;11;30;334;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;12;1;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;12;2;336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;12;3;337;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;12;4;338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
1969;12;5;339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;12;6;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;12;7;341;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;12;8;342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;12;9;343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1969;12;10;344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
